state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,international_plan_flag,voice_mail_plan_flag,total_traffic_minutes,total_calls,total_cost,avg_minutes_per_call,capacity_risk,incident_level,cost_per_minute,calls_per_minute
NE,67,415,No,Yes,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,False,0,1,503.99999999999994,288,53.96,1.7499999999999998,Normal,Low,0.10706349206349208,0.5714285714285715
WA,152,510,No,No,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,False,0,0,490.0,298,51.43,1.6442953020134228,Normal,Low,0.10495918367346939,0.6081632653061224
PA,142,510,No,Yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,False,0,1,757.8,284,74.66,2.6683098591549292,Critical,Low,0.09852203747690684,0.37476906835576673
ID,105,408,No,No,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,False,0,0,650.5,323,70.85,2.013931888544892,Warning,Low,0.10891621829362029,0.4965411222136818
DC,93,408,No,Yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,False,0,1,747.9000000000001,315,82.14,2.3742857142857146,Critical,Low,0.10982751704773364,0.421179302045728
KY,79,415,No,No,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,False,0,0,560.5,339,64.61999999999999,1.6533923303834808,Warning,Medium,0.11528991971454057,0.6048171275646744
SC,88,408,No,No,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,False,0,0,595.9,317,57.989999999999995,1.8798107255520504,Warning,Low,0.09731498573586171,0.5319684510823964
NC,110,408,No,No,0,159.5,145,27.12,202.3,101,17.2,256.0,96,11.52,16.7,2,4.51,2,False,0,0,634.5,344,60.35,1.8444767441860466,Warning,Medium,0.09511426319936958,0.5421591804570528
NY,209,415,No,No,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,False,0,0,553.8,289,54.089999999999996,1.9162629757785465,Warning,Low,0.09767063921993499,0.5218490429758036
OR,27,510,No,No,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15.0,6,4.05,5,False,0,0,623.3,275,68.87,2.2665454545454544,Warning,High,0.1104925397080058,0.4412000641745548
IL,117,415,No,No,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,False,0,0,598.9,290,62.440000000000005,2.0651724137931033,Warning,Low,0.10425780597762566,0.4842210719652697
MA,87,408,No,No,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,False,0,0,516.8000000000001,288,54.86,1.7944444444444447,Normal,Low,0.10615325077399379,0.5572755417956655
CT,129,510,No,Yes,27,196.6,89,33.42,180.6,95,15.35,245.0,83,11.03,6.6,5,1.78,1,False,0,1,628.8000000000001,272,61.580000000000005,2.311764705882353,Warning,Low,0.09793256997455471,0.43256997455470736
WI,142,510,No,No,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,False,0,0,607.4999999999999,335,65.31,1.813432835820895,Warning,Low,0.1075061728395062,0.5514403292181072
OK,112,415,No,No,0,166.0,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,False,0,0,494.8,260,47.42,1.903076923076923,Normal,Low,0.09583670169765562,0.5254648342764753
AZ,97,408,No,Yes,25,141.0,101,23.97,212.0,85,18.02,175.2,138,7.88,4.9,2,1.32,3,False,0,1,533.1,326,51.19,1.635276073619632,Normal,Medium,0.09602326017632713,0.6115175389232789
KS,101,415,No,No,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,False,0,0,677.8000000000001,251,70.02,2.7003984063745023,Warning,Low,0.10330480967837119,0.3703157273532015
KS,127,415,No,Yes,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9.0,4,2.43,1,False,0,1,548.6,280,53.15,1.9592857142857143,Normal,Low,0.09688297484506014,0.5103900838497994
WY,148,408,No,No,0,243.0,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,False,0,0,566.0,304,66.53,1.861842105263158,Warning,Medium,0.11754416961130743,0.5371024734982333
OK,138,510,No,Yes,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,False,0,1,619.6,293,60.199999999999996,2.1146757679180888,Warning,Medium,0.0971594577146546,0.47288573273079404
WA,84,415,No,No,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,True,0,0,759.1000000000001,347,82.51,2.1876080691642654,Critical,Medium,0.10869450665261493,0.4571202740086944
MD,133,510,No,No,0,295.0,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,True,0,0,760.9,355,82.96,2.1433802816901406,Critical,Medium,0.10902878170587461,0.46655276646077015
NY,120,510,No,Yes,27,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0.0,0,0.0,1,False,0,1,535.1,327,46.690000000000005,1.6363914373088686,Normal,Low,0.08725471874415998,0.6111007288357316
WI,87,415,No,No,0,238.0,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,False,0,0,695.6,332,70.01,2.095180722891566,Warning,Medium,0.10064692351926395,0.47728579643473257
AK,99,510,No,No,0,238.4,96,40.53,246.5,130,20.95,198.4,117,8.93,12.4,4,3.35,3,False,0,0,695.6999999999999,347,73.75999999999999,2.004899135446686,Warning,Medium,0.10602271093862296,0.4987782089981314
AZ,48,415,No,Yes,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1,False,0,1,553.3,327,54.49000000000001,1.6920489296636083,Warning,Low,0.09848183625519612,0.5909994577986626
KS,57,415,No,No,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,False,0,0,467.50000000000006,365,48.07,1.2808219178082194,Normal,Low,0.10282352941176469,0.7807486631016042
CA,127,510,No,No,0,107.9,128,18.34,187.0,77,15.9,218.5,95,9.83,0.0,0,0.0,0,False,0,0,513.4,300,44.07,1.7113333333333332,Normal,Low,0.08583950136345929,0.584339696143358
IN,114,408,No,No,0,203.8,85,34.65,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1,False,0,0,469.5,321,52.75,1.4626168224299065,Normal,Low,0.11235356762513313,0.6837060702875399
CA,84,415,No,No,0,280.0,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0,True,0,0,649.4,310,74.66000000000001,2.0948387096774193,Warning,Low,0.11496766245765323,0.4773637203572529
WI,114,415,No,Yes,26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,False,0,1,551.9,314,50.79,1.7576433121019108,Warning,Medium,0.09202754122123573,0.5689436492118137
AL,106,408,No,Yes,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,False,0,1,525.1,338,44.059999999999995,1.5535502958579883,Normal,Low,0.08390782708055607,0.6436869167777566
VT,60,415,No,No,0,193.9,118,32.96,85.0,110,7.23,210.1,134,9.45,13.2,8,3.56,3,False,0,0,502.2,370,53.2,1.3572972972972972,Normal,Medium,0.10593389088012745,0.7367582636399841
WV,159,415,No,No,0,169.8,114,28.87,197.7,105,16.8,193.7,82,8.72,11.6,4,3.13,1,False,0,0,572.8000000000001,305,57.52,1.8780327868852462,Warning,Low,0.10041899441340782,0.5324720670391061
CT,184,510,Yes,No,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5.0,10,1.35,2,False,1,0,517.5999999999999,336,57.53,1.54047619047619,Normal,Medium,0.11114760432766617,0.6491499227202474
